key,field,value,evidence_type,evidence,pdf_file,page,section,note
tang2024cave,aggregation,ratio_of_sums,equation,"providing a more standardized and comparable measure with n samples: :: Eq. (3): Σ_{i=1}^{n} L_Regret(ĉ_i, c_i) / Σ_{i=1}^{n} |c_i^⊺ w_i*(c_i)|",TangKhalil2024_CaVE.pdf,5,3.2 Metric,Sum of regrets over sum of |oracle objectives|; tables then average this ratio over random seeds.
tang2024cave,noise,yes,quote,"where feature size is 5, B follows a Bernoulli distribution, ϵij is random noise uniformly distributed between 0.5 and 1.5, and deg is the polynomial degree of feature mapping.",TangKhalil2024_CaVE.pdf,10,5 Benchmark Datasets (Shortest Path),"Multiplicative U(0.5, 1.5) noise, i.e. half-width ϵ̄ = 0.5 in PyEPO's parametrization; no noiseless setting is run."
tang2024cave,noise,yes,quote,"Each feature vector x adheres to a standard Gaussian distribution, and the associated cost vector c is derived from a polynomial function of x, with added random noise.",TangKhalil2024_CaVE.pdf,10,5 Benchmark Datasets,
tang2024cave,synthetic,yes,quote,"We utilized synthetic datasets [28] for our experiments. The synthetic dataset, denoted as D, comprises feature vectors x and the corresponding cost coefficients c.",TangKhalil2024_CaVE.pdf,10,5 Benchmark Datasets,"[28] is PyEPO. All experiments (SP5, TSP20/50, CVRP20/30) are synthetic."
tang2024cave,contaminated,yes,quote,"Each sub-table has two rows, one corresponding to datasets that use a degree-4 polynomial in the (unknown) mapping from instance features to cost coefficients, and the other for a degree-6 polynomial; we refer to Section 5 for details on the role of the polynomial in the function that we are attempting to learn, but note that the higher the degree the more difficult the learning task.",TangKhalil2024_CaVE.pdf,12,6.2 Results,Reads difficulty across degree regimes; tables place Deg 4 / Deg 6 normalized regret side by side.
tang2024cave,contaminated,yes,quote,"Shortest Path. This is the easiest BLP (in fact, LP) we will look at. It serves as a sanity check for any new method in this space.",TangKhalil2024_CaVE.pdf,12,6.2 Results,Cross-problem difficulty framing; compare with TSP50 regrets of 28-52% for 2-Stage vs 8-12% for SP5.
tang2024cave,contaminated,yes,quote,"The regret is best understood as follows: If a method records a test regret of 0.07 for example, it means that it produces solutions that are 7% worse than the true optimal solutions under the true but unknown cost vectors.",TangKhalil2024_CaVE.pdf,5,3.2 Metric,Reads the magnitude of the normalized metric as distance from the true optimum (headroom interpretation).
tang2024cave,contaminated,yes,quote,"All CaVE variants achieve test regrets of 9-12% compared to the 2-Stage method’s far higher 20%, while requiring only 2-6 minutes of training each.",TangKhalil2024_CaVE.pdf,14,6.2 Results (CVRP),Magnitudes of normalized regret read as absolute quality levels for the hardest problem (CVRP30).
tang2024cave,formula_stated,yes,equation,"providing a more standardized and comparable measure with n samples: :: Eq. (3): Σ_{i=1}^{n} L_Regret(ĉ_i, c_i) / Σ_{i=1}^{n} |c_i^⊺ w_i*(c_i)|",TangKhalil2024_CaVE.pdf,5,3.2 Metric,"Both regret (Eq. 2, p. 4) and normalization (Eq. 3, p. 5) are written as formulas."
mandi2024decision,metric_name,relative regret,quote,Unless otherwise mentioned the comparative evaluation is made based on relative regret on the test dataset. The relative regret is defined as follows:,Mandi2024_JAIRSurveyBenchmark.pdf,46,5.2 Experimental Results and Analysis -- Evaluation metric,Printed JAIR page 1668. Figure captions throughout Sec. 5.2 read 'The boxplots show the distributions of relative regrets.'
mandi2024decision,metric_name,"regret (raw task loss, Sec. 2)",quote,"In such cases, a salient notion of task loss is the regret, defined as the difference between the full-information optimal objective value and the objective value realized by the prescriptive decision.",Mandi2024_JAIRSurveyBenchmark.pdf,6,2 Problem Statement -- Decision-focused learning (DFL),"Raw regret is the task loss of Eq. (3); the reported experimental metric is its relative form, Eq. (50)."
mandi2024decision,oracle,LA,quote,"Often, the end goal is to generate predictions ĉ with an optimal solution x⋆ (ĉ) whose objective value in practice (i.e., f (x⋆ (ĉ), c)) comes close to the full-information optimal value f (x⋆ (c), c). In such cases, a salient notion of task loss is the regret, defined as the difference between the full-information optimal objective value and the objective value realized by the prescriptive decision.",Mandi2024_JAIRSurveyBenchmark.pdf,6,2 Problem Statement -- Decision-focused learning (DFL),Oracle is the 'full-information' optimum under the ground-truth (realized) parameters c.
mandi2024decision,oracle,LA,equation,"Equivalently, it is the magnitude of suboptimality of the decision x⋆ (ĉ) with respect to the optimal solution x⋆ (c) under ground-truth parameters c: :: Eq. (3): Regret(x*(ĉ), c) = f(x*(ĉ), c) − f(x*(c), c)",Mandi2024_JAIRSurveyBenchmark.pdf,6,2 Problem Statement -- Decision-focused learning (DFL),
mandi2024decision,oracle,LA,equation,The relative regret is defined as follows: :: Eq. (50): (1/N_test) Σ_{i=1}^{N_test} c_i^⊤ ( x*(ĉ_i) − x*(c_i) ) / ( c_i^⊤ x*(c_i) ),Mandi2024_JAIRSurveyBenchmark.pdf,46,5.2 Experimental Results and Analysis -- Evaluation metric,"Each term compares against x*(c_i), the optimum for the realized cost of test instance i."
mandi2024decision,denominator,per_instance,equation,The relative regret is defined as follows: :: Eq. (50): (1/N_test) Σ_{i=1}^{N_test} c_i^⊤ ( x*(ĉ_i) − x*(c_i) ) / ( c_i^⊤ x*(c_i) ),Mandi2024_JAIRSurveyBenchmark.pdf,46,5.2 Experimental Results and Analysis -- Evaluation metric,Each instance's regret is divided by that instance's own oracle cost c_i^T x*(c_i) before averaging.
mandi2024decision,denominator,per_instance,quote,"In this problem, in some problem instances, all the return values are negative, which makes a portfolio with zero return to be the optimal portfolio. In such cases, relative regret turns infinite as the denominator is zero in Eq. (50). Hence, for this problem set, the absolute regret instead of relative regret is reported in Figure 6.",Mandi2024_JAIRSurveyBenchmark.pdf,48,5.2 -- Portfolio optimization problem,Confirms a per-instance denominator (a single zero-cost instance blows up the metric); portfolio experiment falls back to absolute regret.
mandi2024decision,aggregation,mean_of_ratios,equation,The relative regret is defined as follows: :: Eq. (50): (1/N_test) Σ_{i=1}^{N_test} c_i^⊤ ( x*(ĉ_i) − x*(c_i) ) / ( c_i^⊤ x*(c_i) ),Mandi2024_JAIRSurveyBenchmark.pdf,46,5.2 Experimental Results and Analysis -- Evaluation metric,Mean over test instances of per-instance ratios (1/N_test in front of the sum of ratios).
mandi2024decision,noise,yes,quote,"Finally, ξij is a multiplicative noise term sampled randomly from the uniform distribution [1 − ϑ, 1 + ϑ]. The experimental evaluation involves five values of the parameter Deg, which are 1, 2, 4, 6 and 8, and the noise-halfwidth parameter ϑ being 0.5.",Mandi2024_JAIRSurveyBenchmark.pdf,39,5.1.1 Shortest Path Problem -- Synthetic data generation process,"Synthetic shortest path: multiplicative noise, ϑ = 0.5 throughout. See notes on 'mixed' (the benchmark also has real-data problems)."
mandi2024decision,noise,yes,quote,"The energy price dataset comes from the Irish Single Electricity Market Operator (SEMO) (Ifrim, O’Sullivan, & Simonis, 2012). This dataset consists of historical energy price data at 30-minute intervals starting from midnight on the 1st of November, 2011 until the 31st of December, 2013.",Mandi2024_JAIRSurveyBenchmark.pdf,42,5.1.4 Energy-Cost Aware Scheduling Problem -- Data description,"Real-data problems (scheduling, knapsack, bipartite matching, Warcraft) sit alongside the synthetic ones; recorded so the 'yes' vs 'mixed' call is checkable."
mandi2024decision,noise,mixed,repository,Knapsack/Trainer/Data.npz in the paper's own benchmark repository: targets = price x weight + Gaussian noise (see mulamba2021contrastive repository row).,Mandi2024_JAIRSurveyBenchmark.pdf,,,
mandi2024decision,synthetic,yes,quote,"Synthetic data generation process. In this problem, the prediction task is to predict the cost vector c from the feature vector z. The feature and cost vectors are generated according to the data generation process defined by Elmachtoub and Grigas (2022).",Mandi2024_JAIRSurveyBenchmark.pdf,39,5.1.1 Shortest Path Problem,Shortest path and portfolio (Sec. 5.1.2) are synthetic; both report regret.
mandi2024decision,contaminated,yes,quote,"For Deg 1, the linear predictive model perfectly captures the data generation process. Consequently, the PF approach is very accurate and it results in the lowest regret. SPO has slightly higher regret than the PF approach. All the other DFL techniques have considerably higher regrets compared to PF. In contrast, the relative regret worsens for the PF approach, as the value of Deg parameter is increased. For Deg 8, PF is not the best as the predictive model is misspecified.",Mandi2024_JAIRSurveyBenchmark.pdf,48,5.2 -- Shortest path problem on a 5 × 5 grid,Reads relative regret across degree regimes ('worsens ... as the value of Deg parameter is increased').
mandi2024decision,contaminated,yes,quote,Figure 5: Comparative evaluations on the synthetic shortest path problem with noise-halfwidth parameter ϑ = 0.5. The boxplots show the distributions of relative regrets.,Mandi2024_JAIRSurveyBenchmark.pdf,47,5.2 -- Figure 5,Figure 5 places panel (a) Deg = 1 and panel (b) Deg = 8 side by side on the same metric.
mandi2024decision,contaminated,yes,quote,"The higher the value of Deg, the more the true relation between the features and objective parameters deviates from a linear one and the larger the prediction errors will be.",Mandi2024_JAIRSurveyBenchmark.pdf,39,5.1.1 Shortest Path Problem -- Synthetic data generation process,Degree framed as difficulty; the results section then compares regret across degrees.
mandi2024decision,contaminated,yes,quote,Firstly note that relative regrets of all the techniques are very high (higher than,Mandi2024_JAIRSurveyBenchmark.pdf,51,5.2 -- Diverse bipartite matching problem,Continues on p. 52: '80%) for all three instances.' Reads the magnitude of relative regret as a level of (poor) decision quality.
mandi2024decision,formula_stated,yes,equation,The relative regret is defined as follows: :: Eq. (50): (1/N_test) Σ_{i=1}^{N_test} c_i^⊤ ( x*(ĉ_i) − x*(c_i) ) / ( c_i^⊤ x*(c_i) ),Mandi2024_JAIRSurveyBenchmark.pdf,46,5.2 Experimental Results and Analysis -- Evaluation metric,"Reported metric written out in full, with numerator (Eq. 3, p. 6) and denominator."
schutte2024robust,metric_name,mean normalized empirical regret (%),quote,Figure 3: Test set mean normalized empirical regret in % (y-axes) on 3 experimental problems with different noise (ϵ̄) and training size (t),Schutte2024_RobustLosses.pdf,7,Figure 3 caption,Only place the reported metric is named; y-axes of Fig. 3 are in %.
schutte2024robust,metric_name,mean normalized empirical regret (%),quote,average test–sample regret is improved without additional,Schutte2024_RobustLosses.pdf,1,1 Introduction (contribution 3),Abstract/introduction call it 'test-sample empirical regret' / 'average test-sample regret'.
schutte2024robust,oracle,LA,equation,"introduce a loss function based on the notion of regret, i.e., the :: Eq. (2): l_emp(ĉ, c) = c^T x*(ĉ) − c^T x*(c), where ĉ = f_θ(z) and x*(c) = argmin_{x∈X} c^T x",Schutte2024_RobustLosses.pdf,2,2 Problem Formulation,"Empirical regret is against x*(c), the optimum for the realized cost c of the (z,c) pair: look-ahead oracle. The paper separately defines an expected-regret (true-model, conditional-mean) loss l_E in Eq. (3) but reports the empirical one (Fig. 3: 'empirical regret')."
schutte2024robust,oracle,LA,quote,"to this as empirical regret, as it is the regret in an empirical",Schutte2024_RobustLosses.pdf,2,2 Problem Formulation,"Continues '... realization of (z, c).' on the next (two-column interleaved) line."
schutte2024robust,oracle,LA,equation,"minimal expected regret loss defined as: :: Eq. (3): l_E(ĉ, C_z) = E_{c∼C_z}[c|z]^T x*(ĉ) − min_{x∈X} E_{c∼C_z}[c^T x|z]",Schutte2024_RobustLosses.pdf,2,2 Problem Formulation,The TM-oracle regret is defined as the target quantity but is NOT what is reported; recorded to document that the paper knows both oracles and reports LA.
schutte2024robust,denominator,not_stated,absence,"Grepped whole-paper text Schutte2024_RobustLosses.txt for: normaliz (1 hit: the Figure 3 caption p.7 'Test set mean normalized empirical regret in %'), regret (51 hits; every definitional one is the unnormalized empirical regret Eq. (2) p.2, the expected regret Eq. (3) p.2, or the loss functions of Sec. 3 pp.3-5), percent (4: p.4 RO uncertainty-set 'percentage deviation' x2, p.5 'a certain percentage from the optimal objective' about an alternative top-k criterion, none about the metric), relative (5: computational-time and gradient statements, none about the metric), divid (1: 'individual coefficient percentage deviation' p.4), ratio (7: all inside 'exploration'/'iteration'/'realization'), denominator (0), '%' (Fig. 3 caption only). Read Sec. 2 (p.2), Sec. 4-4.1 (pp.6-7), Sec. 6 (p.7) in full and the Figure 3 caption. The paper defines empirical regret as an unnormalized difference (Eq. 2) and then reports a 'normalized' regret in % without ever saying what it is divided by. The appendix with the results table ('The results are shown as a table in the Appendix', p.7) is not in the 8-page IJCAI PDF.",Schutte2024_RobustLosses.pdf,1;2;6;7,2 Problem Formulation; 4 Experimental Evaluation; Figure 3,
schutte2024robust,denominator,not_stated,inference,models. We use Python-based open-source package PyEPO,Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation,"Supplementary, not the basis of the label: the sentence continues '[Tang and Khalil, 2022] for the data generation of two experimental problems and the training, where the robust losses are implemented on top of the existing code.' If evaluation also uses PyEPO's regret utility, the default is sum of regrets / sum of |c^T x*(c)| over the test set (ratio of sums, oracle-cost denominator). The paper does not say so, hence not_stated stands."
schutte2024robust,aggregation,unknown,quote,Figure 3: Test set mean normalized empirical regret in % (y-axes) on 3 experimental problems with different noise (ϵ̄) and training size (t),Schutte2024_RobustLosses.pdf,7,Figure 3 caption,"'mean' is the only aggregation word; whether it is a mean over the 20 generated datasets, over test instances, or a mean of per-instance ratios is not stated."
schutte2024robust,aggregation,unknown,quote,"a random process, we run 20 generated datasets to be able to",Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation,"Continues 'measure significance.' Error bars in Fig. 3 are 'one in-sample standard deviation on both sides of the mean' (p.7), suggesting the mean is over the 20 datasets; the within-dataset test-set aggregation (1000 test instances) is never described."
schutte2024robust,aggregation,unknown,absence,"Grepped whole-paper text for: mean (hits are 'mean squared error', 'conditional mean', 'mean estimator', k-NN 'arithmetic mean' pp.1-5; the only metric-related hits are 'Test set mean normalized empirical regret' and 'standard deviation on both sides of the mean' in the Fig. 3 caption p.7), average (2: 'average over the empirical regret of k nearest neighbours' p.5 about the loss; 'average test-sample regret' p.1), sum (0 relevant). Read Sec. 4-4.1 and the Fig. 3 caption in full. No statement of how per-instance regrets are combined before or after normalization.",Schutte2024_RobustLosses.pdf,1;5;6;7,4 Experimental Evaluation; Figure 3,
schutte2024robust,noise,mixed,quote,"ϵ̄ ∈ {0, 0.5, 1} that multiply the generated objective coef-",Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation / Shortest path & travelling salesperson,"Preceded by 'We look at different noise half-width values' and followed by 'ficients by ϵ ∼ U(1 − ϵ̄, 1 + ϵ̄)'. Synthetic PyEPO DGP with multiplicative noise; the ϵ̄ = 0 setting is noiseless."
schutte2024robust,noise,mixed,quote,eter fixed at 6. We look at different noise half-width values,Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation / Shortest path & travelling salesperson,Polynomial degree fixed at 6; noise half-width varied.
schutte2024robust,noise,mixed,quote,The dataset consist of 789 days of historical energy,Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation / Energy-cost aware scheduling,"Third problem uses REAL energy-price data (Ifrim et al., 2012) -- continues 'price data at 30-minute intervals from 2011-2013'. Strictly this makes the paper mixed real+synthetic; see notes."
schutte2024robust,noise,mixed,quote,in problem formulation (1). We also add noise to the data and,Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation / Energy-cost aware scheduling,Noise is also added to the real energy data.
schutte2024robust,synthetic,yes,quote,"ited. For both problems data is generated as in PyEPO, with",Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation / Shortest path & travelling salesperson,"Shortest path and TSP data are synthetic (PyEPO generator, feature size 5, degree 6); both report normalized regret in Fig. 3."
schutte2024robust,contaminated,yes,quote,These results confirm our hypothesis that both more aleatoric,Schutte2024_RobustLosses.pdf,6,4.1 Results,Continues 'and epistemic uncertainty lead to better performance of the robust losses.' -- a conclusion drawn by comparing the metric across noise levels ϵ̄ (aleatoric) and training sizes t (epistemic).
schutte2024robust,contaminated,yes,quote,and epistemic uncertainty lead to better performance of the,Schutte2024_RobustLosses.pdf,6,4.1 Results,Second line of the same sentence (two-column interleaving splits it).
schutte2024robust,contaminated,yes,quote,out of which 3 are on the shortest path problem with ϵ̄ = 0.0.,Schutte2024_RobustLosses.pdf,6,4.1 Results,Cross-noise-level reading: the significantly-worse cases are attributed to the noiseless regime.
schutte2024robust,contaminated,yes,quote,"regret, especially with little or noisy data, without inflating",Schutte2024_RobustLosses.pdf,7,6 Conclusion,"Conclusion restates the cross-regime finding: 'Experimental results show improved test-sample empirical regret, especially with little or noisy data'."
schutte2024robust,contaminated,yes,quote,uncertainty. In all cases a validation and test set of size 100,Schutte2024_RobustLosses.pdf,6,4 Experimental Evaluation,Context: 'We consider these parameter values to mimic different levels of aleatoric and epistemic uncertainty.' -- the regimes are set up explicitly to be compared.
schutte2024robust,formula_stated,partial,equation,"introduce a loss function based on the notion of regret, i.e., the :: Eq. (2): l_emp(ĉ, c) = c^T x*(ĉ) − c^T x*(c)",Schutte2024_RobustLosses.pdf,2,2 Problem Formulation,The regret is written as a formula; the normalization and aggregation that turn it into 'mean normalized empirical regret in %' are never written. Rubric: partial = defines the regret but not the normalization. audit.csv says 'no' -- see notes.
schutte2024robust,formula_stated,partial,absence,"Grepped whole-paper text Schutte2024_RobustLosses.txt for: normaliz (1 hit: the Figure 3 caption p.7 'Test set mean normalized empirical regret in %'), regret (51 hits; every definitional one is the unnormalized empirical regret Eq. (2) p.2, the expected regret Eq. (3) p.2, or the loss functions of Sec. 3 pp.3-5), percent (4: p.4 RO uncertainty-set 'percentage deviation' x2, p.5 'a certain percentage from the optimal objective' about an alternative top-k criterion, none about the metric), relative (5: computational-time and gradient statements, none about the metric), divid (1: 'individual coefficient percentage deviation' p.4), ratio (7: all inside 'exploration'/'iteration'/'realization'), denominator (0), '%' (Fig. 3 caption only). Read Sec. 2 (p.2), Sec. 4-4.1 (pp.6-7), Sec. 6 (p.7) in full and the Figure 3 caption. The paper defines empirical regret as an unnormalized difference (Eq. 2) and then reports a 'normalized' regret in % without ever saying what it is divided by. The appendix with the results table ('The results are shown as a table in the Appendix', p.7) is not in the 8-page IJCAI PDF.",Schutte2024_RobustLosses.pdf,2;6;7,2 Problem Formulation; 4 Experimental Evaluation; Figure 3,
gupta2024directional,metric_name,normalized excess regret,quote,"Our metric of interest is the normalized excess regret (E Y ⊤ (π ∗ (X) − π̂(X)) /E Y ⊤ π ∗ (X) ), where we have normalized by the optimum policy (c.f. Problem (1)) for interpretability.",GuptaHuang2024_DirectionalGradients.pdf,8,4 Numerical Experiments,"Figure axes are labelled 'Normalized Excess Regret'; the running text (p8-9, p14) also calls the same quantity 'relative regret'. Bracket glyphs around the expectations are dropped by pdftotext."
gupta2024directional,metric_name,relative regret,quote,"Results. Figure 1 plots the relative regret for m = 0 and α = 1, that is, the most misspecified setting with the most asymmetric noise ϵ.",GuptaHuang2024_DirectionalGradients.pdf,8,4.1 Simple Misspecification Experiment,Second name used for the same metric.
gupta2024directional,oracle,TM,equation,"We study the contextual optimization problem :: Eq. (1): pi*(X) in argmin_{z in Z} f*(X)^T z,  f*(X) = E[Y | X]",GuptaHuang2024_DirectionalGradients.pdf,1,1 Introduction,pi* is the conditional-mean (true-model) optimal policy; the metric on p8 explicitly points to Problem (1) for pi*.
gupta2024directional,oracle,TM,equation,"where we have normalized by the optimum policy (c.f. Problem (1)) for interpretability. :: E[ Y^T ( pi*(X) - pi_hat(X) ) ]  /  E[ Y^T pi*(X) ]   with pi*(X) in argmin_{z in Z} f*(X)^T z, f*(X) = E[Y|X] (Problem (1)); the comparator is the true-model policy, and since pi* and pi_hat depend on X only, E[Y^T pi(X)] = E[f*(X)^T pi(X)]",GuptaHuang2024_DirectionalGradients.pdf,8,4 Numerical Experiments,"Numerator written with the realized Y but the comparator pi*(X) is the Problem-(1) true-model policy, not the hindsight argmin of Y^T z; by the tower property this equals the TM regret E[f*(X)^T(pi*(X) - pi_hat(X))]."
gupta2024directional,denominator,oracle_cost,equation,"Our metric of interest is the normalized excess regret :: E[ Y^T ( pi*(X) - pi_hat(X) ) ]  /  E[ Y^T pi*(X) ]   with pi*(X) in argmin_{z in Z} f*(X)^T z, f*(X) = E[Y|X] (Problem (1)); the comparator is the true-model policy, and since pi* and pi_hat depend on X only, E[Y^T pi(X)] = E[f*(X)^T pi(X)]",GuptaHuang2024_DirectionalGradients.pdf,8,4 Numerical Experiments,Denominator is the expected cost of the true-model optimal policy.
gupta2024directional,denominator,oracle_cost,quote,Figure 3: (SPO+ Comparisons) The left figure plots the excess regret normalized by the optimal policy’s performance as we vary m for n = 80 and α = 1.,GuptaHuang2024_DirectionalGradients.pdf,8,4.1 Simple Misspecification Experiment,Caption restates the normalization: optimal policy's performance (Fig 1 and Fig 5 captions use the same phrase).
gupta2024directional,aggregation,ratio_of_sums,equation,"To compute the expected regret, we generated a test set of 10000 samples and use it to estimate the relative regret described in Section 4. :: E[ Y^T ( pi*(X) - pi_hat(X) ) ]  /  E[ Y^T pi*(X) ]   with pi*(X) in argmin_{z in Z} f*(X)^T z, f*(X) = E[Y|X] (Problem (1)); the comparator is the true-model policy, and since pi* and pi_hat depend on X only, E[Y^T pi(X)] = E[f*(X)^T pi(X)]",GuptaHuang2024_DirectionalGradients.pdf,14,C Implementation Details,"The metric is a ratio of two expectations, estimated on a 10000-sample test set; the natural estimator is mean-over-mean. The paper does not spell out the estimator further (see notes)."
gupta2024directional,noise,yes,quote,"We generate synthetic data as Y = f ∗ (X) + ϵα . We define ϵα = α (ζ − 0.5) + 1 − α γ where α ∈ [0, 1], ζ is an exponential random variable with mean 0.5, and γ ∼ N (0, 0.25). By construction ϵ is mean-zero noise with variance 0.25.",GuptaHuang2024_DirectionalGradients.pdf,8,4.1 Simple Misspecification Experiment,"Additive mean-zero noise of variance 0.25, with asymmetry alpha itself varied. Square-root signs are dropped by pdftotext."
gupta2024directional,noise,yes,quote,"We consider two different data generation mechanisms: i) Multiplicative noise, i.e., Yj = fj∗ (X)(1 + ϵj ) where ϵj are i.i.d Unif[−.3, .3]. This choice closely mirrors the original experiment of [7]. ii) Additive Gaussian noise, i.e., Yj = fj∗ (X) + εj where εj ∼ N (0, 0.32 ).",GuptaHuang2024_DirectionalGradients.pdf,9,4.2 Shortest Path Experiments,"Shortest-path experiments: multiplicative Unif[-0.3,0.3] or additive N(0, 0.3^2) noise."
gupta2024directional,noise,mixed,quote,"We study the same portfolio optimization problem as [7, 28, 34] but use real data, specifically the 12 Fama French Industry Sector Portfolios from the Fama French Library [9].",GuptaHuang2024_DirectionalGradients.pdf,10,4.3 Portfolio Experiment,"Section 4.3 reports normalized excess regret on (semi-synthetic) real return data: Y = r_t real, X = r_{t-1} + N(0, 0.5 Sigma). Strictly this makes noise 'mixed'; audit row says 'yes'. See notes."
gupta2024directional,synthetic,yes,quote,We generate synthetic data as Y = f ∗ (X) + ϵα .,GuptaHuang2024_DirectionalGradients.pdf,8,4.1 Simple Misspecification Experiment,Sections 4.1 and 4.2 are fully synthetic and report the metric.
gupta2024directional,contaminated,yes,quote,"On the other hand, as the degree of misspecification grows, decision-aware methods have an advantage. However, we see that SPO+ is nearly as susceptible as to misspecification as decision-blind approaches since the relative regret also increases rapidly. By contrast, the relative regret for our PG losses increases more slowly.",GuptaHuang2024_DirectionalGradients.pdf,9,4.1 Simple Misspecification Experiment,Conclusion drawn from the metric's trend across misspecification level m (Fig 3 left).
gupta2024directional,contaminated,yes,quote,"As the noise becomes less symmetric, the performance of SPO+ degrades. Even when the assumption is satisfied (α = 0), we see SPO+ is still significantly impacted by misspecification. By contrast, the PG losses perform similarly as the shape of the noise varies.",GuptaHuang2024_DirectionalGradients.pdf,9,4.1 Simple Misspecification Experiment,Conclusion drawn from the metric across noise-asymmetry level alpha (Fig 3 right).
gupta2024directional,contaminated,yes,quote,"In our experiments, even for n = 20 the relative regret was less than 0.6% across all methods.",GuptaHuang2024_DirectionalGradients.pdf,8,4.1 Simple Misspecification Experiment,Magnitude of the normalized metric read as 'low regret' in the well-specified regime; also compared across n.
gupta2024directional,contaminated,yes,quote,"As one can see in Fig. 5, because of the low signal-to-noise ratio, all methods induce significant regret to the optimum, but both PGB and PGC are notably stronger.",GuptaHuang2024_DirectionalGradients.pdf,10,4.3 Portfolio Experiment,Magnitude reading (50-70% normalized excess regret) attributed to the problem's signal-to-noise ratio.
gupta2024directional,contaminated,no,adjudication,"True-model oracle: cross-degree comparisons of normalized True-Model Regret are premium-free (they remain exposed to the shift-invariance critique of Sec. 3, which the paper concedes for its own prior work).",GuptaHuang2024_DirectionalGradients.pdf,,,VG ruling 2026-08-31 (B.11)
gupta2024directional,formula_stated,yes,equation,"Our metric of interest is the normalized excess regret :: E[ Y^T ( pi*(X) - pi_hat(X) ) ]  /  E[ Y^T pi*(X) ]   with pi*(X) in argmin_{z in Z} f*(X)^T z, f*(X) = E[Y|X] (Problem (1)); the comparator is the true-model policy, and since pi* and pi_hat depend on X only, E[Y^T pi(X)] = E[f*(X)^T pi(X)]",GuptaHuang2024_DirectionalGradients.pdf,8,4 Numerical Experiments,Inline (unnumbered) formula with numerator and denominator both written out.
sadana2025survey,oracle,LA (as the survey's definition of regret; nothing is reported),equation,"a contextual point predictor gθ (x) is learned by minimizing the regret associated with implementing the prescribed action based on the mean estimator gθ (x) instead of based on the realized parameters y (a.k.a. the optimal hindsight or wait-and-see decision). Specifically, the value of an expected value-based policy πθ (x) := z ∗ (x, gθ ) is measured as the expected regret defined as: :: Eq. (13): H_Regret(π_θ, P) := E_P[ c(π_θ(x), y) − c(z*(x, y), y) ]",Sadana2025_ContextualOptimizationSurvey.pdf,22,5.1 Models -- Regret minimization task,"The survey's canonical regret (attributed to Elmachtoub and Grigas 2022) is against z*(x,y), the optimal hindsight / wait-and-see decision for the realized y -- i.e. the look-ahead oracle. arXiv v2 page 22 (printed page number 22); the published EJOR version has different section numbering."
sadana2025survey,oracle,LA (as the survey's definition of regret; nothing is reported),quote,Minimizing the expected regret returns the same optimal parameter vector θ as the ILO problem (9). This is due to the fact that:,Sadana2025_ContextualOptimizationSurvey.pdf,22,5.1 Models -- Regret minimization task,"Followed by the display H_Regret(π, P̂_N) = E_{P̂_N}[c(π(x),y) − c(z*(x,y),y)] = H(π, P̂_N) − E_{P̂_N}[c(z*(x,y),y)] and 'Hence, both H_Regret(π, P̂_N) and H(π, P̂_N) have the same set of minimizers.' The hindsight term is a policy-independent constant, so LA regret and expected cost share minimizers -- the survey does not discuss the true-model oracle here."
sadana2025survey,setting,survey; reports no experimental metric (rule 3),quote,This article surveys the literature on single and two-stage contextual optimization.,Sadana2025_ContextualOptimizationSurvey.pdf,3,1. Introduction,"Survey; the only tables are notation (Table 1), literature overviews (Tables 2-3) and abbreviations (Table 4)."
sadana2025survey,setting,survey; reports no experimental metric (rule 3),absence,"Protocol: grepped whole-paper text (52 pages, arXiv v2) for 'experiment' (9 hits, all describing other papers' experiments or the need for empirical evaluation, e.g. 'the experiments in Butler and Kwon (2023a) were conducted on', 'Numerical experiments on a synthetic data set show that'), 'our experiments'/'we conduct'/'we perform' (0), 'benchmark' (hits only in the 'Toolboxes and benchmarking' paragraph, p35, describing PyEPO and the Mandi et al. benchmark), 'Table [0-9]' (Tables 1-4: notation, two literature overviews, abbreviations). Section headings 1-7 contain no experimental section. Read in full: abstract (p1), Section 1 (pp3-5), Section 5.1 'Models' incl. 'Regret minimization task' (p22), Section 7 Conclusions (p39).",Sadana2025_ContextualOptimizationSurvey.pdf,1-39,whole paper,"Exclusion under rule 3 is supported: no experiment, no reported metric."
yang2025dff,metric_name,normalized decision regret (NDR),quote,"gret (NDR) (Tang and Khalil 2022), defined as follows:",Yang2025_DFF.pdf,6,Case Study / Benchmarks with synthetic data (Baseline),"Fragment is the second line of the sentence 'The baselines are evaluated with the normalized decision regret (NDR) (Tang and Khalil 2022), defined as follows:'; two-column layout interleaves the first line with the other column in the page text."
yang2025dff,metric_name,normalized decision regret (NDR),quote,Table 1: NDR and MSE of benchmarking methods on two well-established PO problems,Yang2025_DFF.pdf,6,Case Study / Table 1,Table 2 (p.7) caption also says 'Normalized regret and MSE across different methods in resource allocation problem'; body text uses 'normalized regret' and 'normalized decision regret' interchangeably.
