sweep_id,venue,year,title,bucket,reason,confidence,frame_id,model_id,prompt_hash,run_date
SW0220,IJCAI,2025,An Inverse Optimization Approach to Contextual Inverse Optimization,CANDIDATE,Optimization problem parameters predicted from context; decision-focused learning explicitly mentioned as related work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0221,IJCAI,2025,Balancing User-Item Structure and Interaction with Large Language Models and Optimal Transport for Multimedia Recommendation,OUT,Recommender system with no downstream optimization or decision problem; focus is representation learning and model training.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0222,IJCAI,2025,Collaborative Multi-LoRA Experts with Achievement-based Multi-Tasks Loss for Unified Multimodal Information Extraction,OUT,Information extraction is the task; no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0223,IJCAI,2025,Graph Neural Networks for Databases: A Survey,CANDIDATE,Query optimization is a decision problem and object of work; learned GNN component in same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0224,IJCAI,2025,Preference Identification by Interaction Overlap for Bundle Recommendation,OUT,Recommendation system work with no external optimization or decision problem as the object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0225,IJOC,2023,A Cost-Effective Sequential Route Recommender System for Taxi Drivers,CANDIDATE,Route optimization for taxi drivers is the decision problem; GCN-LSTM predicts pickup probabilities feeding into route optimization.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0226,IJOC,2023,A Prescriptive Machine Learning Approach to Mixed-Integer Convex Optimization,CANDIDATE,"Multiple optimization problems (transportation, portfolio, facility location) are the object; machine learning predicts solutions to speed solving.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0227,IJOC,2023,Interpretable Matrix Completion: A Discrete Optimization Approach,OUT,"Matrix completion is the task itself, not a downstream decision problem requiring predicted parameters.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0228,IJOC,2023,Machine Learning Methods for Data-Driven Demand Estimation and Assortment Planning Considering Cross-Selling and Substitutions,CANDIDATE,Assortment planning is a combinatorial optimization problem; demand forecasting feeds into assortment decisions in the same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0229,IJOC,2024,Automation of Strategic Data Prioritization in System Model Calibration: Sensor Placement,OUT,"Sensor placement is the optimization problem, but it serves model calibration machinery, not an external decision.",medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0230,IJOC,2024,Constraint Learning to Define Trust Regions in Optimization over Pre-Trained Predictive Models,CANDIDATE,"Optimization problem with decision variables, using pre-trained predictive models as surrogates for objective functions.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0231,IJOC,2024,Flexible Differentiable Optimization via Model Transformations,UNCLEAR,Library for differentiating through optimization; unclear if external decision problems are object or only training machinery.,medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0232,IJOC,2025,A Data-Driven Optimization Framework for Static Rebalancing Operations in Bike Sharing Systems,CANDIDATE,Bike rebalancing is a routing/inventory optimization problem; demand is predicted from data to inform rebalancing decisions.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0233,IJOC,2025,An Efficient Optimization Model and Tabu Search–Based Global Optimization Approach for the Continuous p-Dispersion Problem,OUT,Pure algorithm development for solving optimization problems; no learned or predictive component in the pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0234,IJOC,2025,"Deep Stacking Kernel Machines for the Data-Driven Multi-Item, One-Warehouse, Multiretailer Problems with Backlog and Lost Sales",CANDIDATE,Inventory ordering decisions in supply chain is the optimization problem; learned models predict to improve these decisions.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0235,IJOC,2026,PIE—Partially Interpretable Estimators with Refinement,OUT,Purely a predictive modeling method with no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0236,MS,2023,A Practical End-to-End Inventory Management Model with Deep Learning,CANDIDATE,Inventory replenishment is a decision problem; deep learning directly outputs replenishment decisions from features.,high,SF0229,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0237,MS,2023,Cold Start to Improve Market Thickness on Online Advertising Platforms: Data-Driven Algorithms and Field Experiments,CANDIDATE,Ad pricing and matching is a decision problem; CTR prediction and bandit learning are in the pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0238,MS,2023,Cost-Restricted Feature Selection for Data Acquisition,OUT,Feature selection for predictive modeling (regression); no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0239,MS,2023,How Big Should Your Data Really Be? Data-Driven Newsvendor: Learning One Sample at a Time,CANDIDATE,Newsvendor is a classical inventory optimization problem; paper studies data-driven decision-making for it.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0240,MS,2023,Robust Pricing and Production with Information Partitioning and Adaptation,CANDIDATE,Joint pricing and production is a decision problem; side information predicts demands in the pipeline.,high,SF0218,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0241,MS,2023,Stochastic Optimization Forests,CANDIDATE,Contextual stochastic optimization with uncertain parameters predicted from auxiliary observations; decision quality directly optimized.,high,SF0144,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0242,MS,2024,Optimal Robust Policy for Feature-Based Newsvendor,CANDIDATE,Newsvendor is an inventory optimization problem; features are used to make ordering decisions in an end-to-end policy.,high,SF0308,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0243,MS,2024,The Best Decisions Are Not the Best Advice: Making Adherence-Aware Recommendations,CANDIDATE,Expert-in-loop decision-making with optimization framework for recommendations accounting for human adherence patterns.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0244,MS,2025,Data-Driven Reliable Facility Location Design,CANDIDATE,Facility location is a combinatorial optimization problem; historical data drives decisions via learned/estimated parameters.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0245,MS,2025,Designing Layouts for Sequential Experiences: Application to Cultural Institutions,CANDIDATE,Layout optimization is a combinatorial assignment problem; learned sequential choice model predicts visitor transitions in the pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0246,MS,2025,Learning to Optimize Contextually Constrained Problems for Real-Time Decision Generation,CANDIDATE,Portfolio optimization and treatment design are decision problems; learned model generates decisions from contextual features.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0247,MS,2025,"Planning Bike Lanes with Data: Ridership, Congestion, and Path Selection",CANDIDATE,Bike lane network planning is a combinatorial decision problem; model predicts ridership and congestion effects.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0248,MS,2025,Private Optimal Inventory Policy Learning for Feature-Based Newsvendor with Unknown Demand,CANDIDATE,Newsvendor is a classical inventory optimization problem; learned policy from features makes this decision-focused learning.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0249,MS,2026,Closer to Home: A Structural Estimate-Then-Optimize Approach to Improve Access to Healthcare Services,CANDIDATE,Facility location is a combinatorial optimization problem; demand is estimated from data to inform location decisions.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0250,MSOM,2023,Ancillary Services in Targeted Advertising: From Prediction to Prescription,CANDIDATE,Service recommendation is a decision problem; learned models predict propensity and NPV to optimize personalized recommendations.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0251,MSOM,2023,Believing in Analytics: Managers’ Adherence to Price Recommendations from a DSS,CANDIDATE,Clearance markdown pricing is a revenue management decision problem; DSS provides price recommendations that managers may follow or override.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0252,MSOM,2023,Data-Driven Optimization for Commodity Procurement Under Price Uncertainty,CANDIDATE,Commodity procurement is a decision problem; policies are learned from data including features like economic indicators.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0253,MSOM,2023,Robust and Heterogenous Odds Ratio: Estimating Price Sensitivity for Unbought Items,CANDIDATE,Pricing is a decision problem; method estimates heterogeneous treatment effects to personalize pricing decisions from transaction data.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0254,MSOM,2024,Distributionally Robust Newsvendor Under Stochastic Dominance with a Feature-Based Application,CANDIDATE,Newsvendor is an inventory optimization problem; learned kernel methods predict conditional demand distribution in same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0255,MSOM,2024,How to Conclude a Suspended Sports League?,CANDIDATE,Scheduling problem (selecting games) is the decision object; predictive model estimates parameters for stochastic optimization.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0256,MSOM,2025,Got (Optimal) Milk? Pooling Donations in Human Milk Banks with Machine Learning and Optimization,CANDIDATE,Pooling donations is a combinatorial optimization problem; macronutrient content is predicted via machine learning in the same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0257,MSOM,2025,Reducing Overdose Deaths and Mitigating County Disparities: Optimal Allocation of Substance Use Treatment Centers,CANDIDATE,Allocation of treatment centers is a resource allocation optimization problem; causal estimates feed into predict-then-optimize framework.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0258,MSOM,2026,Analytics with Robust Epidemiological Compartmental Optimization Models,CANDIDATE,"Resource allocation decisions (testing, beds, vaccines) under uncertainty are the optimization object; predictive epidemiological model in pipeline.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0259,MSOM,2026,Contextual Stochastic Optimization for Omnichannel Multicourier Order Fulfillment Under Delivery Time Uncertainty,CANDIDATE,Order fulfillment with carrier selection is a decision problem; distributional forecasts predict delivery time deviations in same pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0260,MSOM,2026,On Data-Driven Prescriptive Analytics with Side Information: A Regularized Nadaraya–Watson Approach,CANDIDATE,"Portfolio optimization, inventory management, and wind energy commitment are decision problems; side information predicts conditional distributions.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0261,NeurIPS,2023,Addressing Negative Transfer in Diffusion Models,OUT,Generative modeling work; no external decision or optimization problem as the object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0262,NeurIPS,2023,Beyond Probability Partitions: Calibrating Neural Networks with Semantic Aware Grouping,OUT,Focus is on calibrating neural network confidence estimates; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0263,NeurIPS,2023,Contextual Stochastic Bilevel Optimization,UNCLEAR,Abstract describes optimization methodology but does not clearly specify if there is an external decision problem as the object.,medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0264,NeurIPS,2023,Differentiable Neuro-Symbolic Reasoning on Large-Scale Knowledge Graphs,OUT,Knowledge graph reasoning and link prediction; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0265,NeurIPS,2023,Differentiable Registration of Images and LiDAR Point Clouds with VoxelPoint-to-Pixel Matching,OUT,"Registration/alignment is the task itself, not a downstream decision problem requiring optimization.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0266,NeurIPS,2023,DiffVL: Scaling Up Soft Body Manipulation using Vision-Language Driven Differentiable Physics,CANDIDATE,Soft-body manipulation is a control/planning problem; learned component translates language to optimization objectives.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0267,NeurIPS,2023,Easy Learning from Label Proportions,OUT,Weakly supervised classification with no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0268,NeurIPS,2023,Equal Opportunity of Coverage in Fair Regression,OUT,Fair machine learning with uncertainty quantification; no optimization or decision problem as the object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0269,NeurIPS,2023,FABind: Fast and Accurate Protein-Ligand Binding,OUT,"Protein-ligand binding prediction is a computational chemistry problem, not an optimization or decision problem as object.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0270,NeurIPS,2023,FAMO: Fast Adaptive Multitask Optimization,OUT,"Multitask learning optimization focuses on training dynamics and gradient manipulation, not an external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0271,NeurIPS,2023,Landscape Surrogate: Learning Decision Losses for Mathematical Optimization Under Partial Information,CANDIDATE,"Shortest path, knapsack, and portfolio optimization are decision problems; learned surrogate replaces optimizer in pipeline.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0272,NeurIPS,2023,Learning Descriptive Image Captioning via Semipermeable Maximum Likelihood Estimation,OUT,Image captioning is a generative modeling task with no downstream optimization or decision problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0273,NeurIPS,2023,Learning Reliable Logical Rules with SATNet,OUT,"SATNet is a differentiable solver used as training machinery for learning logical rules, not solving an external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0274,NeurIPS,2023,LinGCN: Structural Linearized Graph Convolutional Network for Homomorphically Encrypted Inference,OUT,"Only optimization is model training/compression machinery (activation function replacement, distillation); no external decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0275,NeurIPS,2023,Locally Invariant Explanations: Towards Stable and Unidirectional Explanations through Local Invariant Learning,OUT,"Paper focuses on explaining black-box model predictions (XAI/interpretability), not on solving an optimization or decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0276,NeurIPS,2023,Max-Margin Token Selection in Attention Mechanism,OUT,Theoretical analysis of attention mechanism training dynamics; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0277,NeurIPS,2023,Multi-body SE(3) Equivariance for Unsupervised Rigid Segmentation and Motion Estimation,OUT,Segmentation and motion estimation in 3D scenes; no downstream optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0278,NeurIPS,2023,Neural Foundations of Mental Simulation: Future Prediction of Latent Representations on Dynamic Scenes,OUT,Future prediction of visual scenes for neuroscience study; no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0279,NeurIPS,2023,Neuro-symbolic Learning Yielding Logical Constraints,OUT,Neuro-symbolic learning framework with no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0280,NeurIPS,2023,Predict-then-Calibrate: A New Perspective of Robust Contextual LP,CANDIDATE,Contextual linear programming with learned predictions from covariates is the core decision problem and object of work.,high,SF0266,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0281,NeurIPS,2023,Scalarization for Multi-Task and Multi-Domain Learning at Scale,OUT,"Multi-task learning optimization focuses on training dynamics and loss weighting, not downstream decision problems.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0282,NeurIPS,2023,Sharp Calibrated Gaussian Processes,OUT,Focuses on calibrating uncertainty estimates in Gaussian process regression; no downstream decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0283,NeurIPS,2023,Tanimoto Random Features for Scalable Molecular Machine Learning,OUT,Focus is on kernel approximation methodology; molecular property prediction mentioned but no optimization problem as object.,medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0284,NeurIPS,2023,TaskMet: Task-Driven Metric Learning for Model Learning,CANDIDATE,Portfolio optimization and budget allocation are decision problems; learned model in same pipeline for decision-focused learning.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0285,NeurIPS,2023,Two-Stage Predict+Optimize for Mixed Integer Linear Programs with Unknown Parameters in Constraints,CANDIDATE,Mixed integer linear programs are optimization problems; learned predictions of unknown parameters feed into solving them.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0286,NeurIPS,2023,Unbiased Learning of Deep Generative Models with Structured Discrete Representations,OUT,Generative modeling with variational autoencoders; no external decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0287,NeurIPS,2024,∇2DFT: A Universal Quantum Chemistry Dataset of Drug-Like Molecules and a Benchmark for Neural Network Potentials,OUT,Dataset and benchmark paper for training neural network potentials; no downstream decision or optimization problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0288,NeurIPS,2024,Adaptive and Optimal Second-order Optimistic Methods for Minimax Optimization,OUT,"Focuses on optimization algorithm design for training/solving minimax problems, not using optimization to make decisions from predictions.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0289,NeurIPS,2024,Adversarial Moment-Matching Distillation of Large Language Models,OUT,Knowledge distillation for LLMs is model-training machinery; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0290,NeurIPS,2024,Aggregate-and-Adapt Natural Language Prompts for Downstream Generalization of CLIP,OUT,No optimization or decision problem as object; focuses on prompt learning and model adaptation for vision-language tasks.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0291,NeurIPS,2024,Benchmarking PtO and PnO Methods in the Predictive Combinatorial Optimization Regime,CANDIDATE,"Benchmarks predict-then-optimize methods where CO problems (scheduling, allocation) are solved using predicted parameters.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0292,NeurIPS,2024,BPQP: A Differentiable Convex Optimization Framework for Efficient End-to-End Learning,CANDIDATE,Differentiable optimization layers for end-to-end learning; optimization problems are embedded in neural network pipelines.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0293,NeurIPS,2024,Cardinality-Aware Set Prediction and Top-k Classification,OUT,Top-k classification is a prediction task with no downstream optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0294,NeurIPS,2024,Contextual Linear Optimization with Bandit Feedback,CANDIDATE,Stochastic shortest path is a decision problem; predictive features reduce cost uncertainty in optimization.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0295,NeurIPS,2024,Continual Learning with Global Alignment,OUT,Continual learning addresses catastrophic forgetting in sequential model training; no external optimization or decision problem.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0296,NeurIPS,2024,Decision-Focused Learning with Directional Gradients,CANDIDATE,Predict-then-optimize framework with downstream decision loss is explicitly contextual optimization.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0297,NeurIPS,2024,DePLM: Denoising Protein Language Models for Property Optimization,OUT,"Protein sequence optimization is model training/improvement task, not an external decision problem with learned predictions.",medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0298,NeurIPS,2024,Distributionally Robust Performative Prediction,OUT,Performative prediction is about forecasting with feedback effects; no downstream optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0299,NeurIPS,2024,DISTRICTNET: Decision-aware learning for geographical districting,CANDIDATE,Districting is a combinatorial optimization problem and the object; learned model integrated with optimization layer.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0300,NeurIPS,2024,DreamMesh4D: Video-to-4D Generation with Sparse-Controlled Gaussian-Mesh Hybrid Representation,OUT,Generative modeling work for 3D/4D content creation; no downstream decision or optimization problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0301,NeurIPS,2024,Dynamic Model Predictive Shielding for Provably Safe Reinforcement Learning,CANDIDATE,Control/planning problem with learned policy and optimization-based safety shield working together in pipeline.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0302,NeurIPS,2024,Enabling Adaptive Agent Training in Open-Ended Simulators by Targeting Diversity,OUT,Meta-RL and environment design for agent training; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0303,NeurIPS,2024,Geodesic Optimization for Predictive Shift Adaptation on EEG data,OUT,Age prediction from EEG is forecasting/regression with no downstream decision or optimization problem as the object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0304,NeurIPS,2024,GLinSAT: The General Linear Satisfiability Neural Network Layer By Accelerated Gradient Descent,CANDIDATE,"Traveling salesman, graph matching, portfolio allocation, and unit commitment are decision problems; learned outputs satisfy constraints.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0305,NeurIPS,2024,Learning Structured Representations with Hyperbolic Embeddings,OUT,Representation learning for classification with no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0306,NeurIPS,2024,Learning-to-Cache: Accelerating Diffusion Transformer via Layer Caching,OUT,Only optimization is training/inference machinery for diffusion models; no external decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0307,NeurIPS,2024,Length Optimization in Conformal Prediction,OUT,Conformal prediction is uncertainty quantification methodology; no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0308,NeurIPS,2024,MAGNET: Improving the Multilingual Fairness of Language Models with Adaptive Gradient-Based Tokenization,OUT,"Focus is on tokenization and language model training methodology, not on solving an external optimization or decision problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0309,NeurIPS,2024,Marrying Causal Representation Learning with Dynamical Systems for Science,OUT,Causal representation learning and dynamical systems modeling with no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0310,NeurIPS,2024,Multi-Stage Predict+Optimize for (Mixed Integer) Linear Programs,CANDIDATE,Linear and mixed integer programs are decision problems; parameters are predicted from context in a multi-stage setting.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0311,NeurIPS,2024,NeuralFluid : Nueral Fluidic System Design and Control with Differentiable Simulation,OUT,Numerical simulation of physical fluid systems; no external decision or optimization problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0312,NeurIPS,2024,Newton Losses: Using Curvature Information for Learning with Differentiable Algorithms,CANDIDATE,Shortest-path and ranking are decision problems; method improves training with differentiable algorithms for these tasks.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0313,NeurIPS,2024,Real-Time Selection Under General Constraints via Predictive Inference,OUT,Sample selection with statistical constraints but no optimization or decision problem as the object of work.,medium,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0314,NeurIPS,2024,Stochastic Optimization Schemes for Performative Prediction with Nonconvex Loss,OUT,Performative prediction studies model training dynamics and stability; no external optimization or decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0315,NeurIPS,2024,The Map Equation Goes Neural: Mapping Network Flows with Graph Neural Networks,OUT,"Community detection/graph clustering is the task itself, not a decision problem being solved; this is unsupervised learning methodology.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0316,NeurIPS,2024,"To Learn or Not to Learn, That is the Question - A Feature-Task Dual Learning Model of Perceptual Learning",OUT,Perceptual learning in sensory processing; no optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0317,NeurIPS,2024,Trading off Consistency and Dimensionality of Convex Surrogates for Multiclass Classification,OUT,"Paper focuses on surrogate loss design for classification training, not on optimization as decision problem object.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0318,NeurIPS,2024,Train-Attention: Meta-Learning Where to Focus in Continual Knowledge Learning,OUT,Only optimization is model training machinery (meta-learning for token weighting); no external decision problem as object.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0319,NeurIPS,2024,Training Data Attribution via Approximate Unrolling,OUT,Training data attribution is model-training machinery; no external optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0320,NeurIPS,2024,Trajectory Diffusion for ObjectGoal Navigation,CANDIDATE,Navigation is a planning/control problem; learned model generates trajectory sequences for decision-making.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0321,NeurIPS,2024,Typicalness-Aware Learning for Failure Detection,OUT,"Focuses on model confidence calibration and failure detection in classification, not on solving an external optimization problem.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0322,NeurIPS,2024,Vector Quantization Prompting for Continual Learning,OUT,Continual learning method with no external decision or optimization problem; focuses on model training dynamics.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0323,NeurIPS,2025,Addressing Mark Imbalance in Integration-free Neural Marked Temporal Point Processes,OUT,Forecasting next event in temporal streams; no downstream optimization or decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0324,NeurIPS,2025,ALINE: Joint Amortization for Bayesian Inference and Active Data Acquisition,OUT,Active learning and Bayesian inference with no external decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0325,NeurIPS,2025,Beyond Chemical QA: Evaluating LLM's Chemical Reasoning with Modular Chemical Operations,OUT,Benchmark and dataset paper for evaluating LLM reasoning capabilities; no optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0326,NeurIPS,2025,Bi-Directional Communication-Efficient Stochastic FL via Remote Source Generation,OUT,Only optimization is federated learning training machinery; no external decision problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0327,NeurIPS,2025,Bi-Level Decision-Focused Causal Learning for Large-Scale Marketing Optimization: Bridging Observational and Experimental Data,CANDIDATE,Marketing resource allocation is an optimization problem; learned treatment effect predictions feed downstream decisions.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0328,NeurIPS,2025,Bridging Arbitrary and Tree Metrics via Differentiable Gromov Hyperbolicity,OUT,Metric approximation and representation learning problem; no downstream decision or optimization problem as object of work.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0329,NeurIPS,2025,C3PO: Optimized Large Language Model Cascades with Probabilistic Cost Constraints for Reasoning,OUT,"Only optimization is model inference machinery (cascading, routing queries); no external decision problem as object of work.",high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0330,NeurIPS,2025,CADGrasp: Learning Contact and Collision Aware General Dexterous Grasping in Cluttered Scenes,CANDIDATE,Dexterous grasping is a decision/planning problem; learned model predicts grasp representation for optimization-based pose generation.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
SW0331,NeurIPS,2025,Composing Linear Layers from Irreducibles,OUT,Model compression/architecture work; no external optimization or decision problem as object of study.,high,,claude-sonnet-4-5-20250929,6cdbe5801fa3,2026-09-17
