frame_id,canonical_id,final_bucket,machine_bucket,ruled_by,reviewed,adjudicated,reason,agreement,title,year,model_id,prompt_hash,run_date
SF0301,SF0301,CANDIDATE,CANDIDATE,machine,no,,"Directly applies the smart predict-then-optimize (SPO) framework to ship inspection planning, a core application of decision-focused learning.",3/3,"An extended smart ‘‘predict, and optimize’’ (SPO) framework based on similar sets for ship inspection planning",2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0302,SF0302,CANDIDATE,CANDIDATE,machine,no,,Ship inspection planning from risk predictions is a predict-then-optimize application; the title explicitly references SPO (smart predict-then-optimize) methodology.,3/3,Pairwise-comparison based semi-spo method for ship inspection planning in maritime transportation,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0303,SF0303,CANDIDATE,CANDIDATE,machine,no,,"Paper explicitly addresses decision-making with side information using causal transport methods, directly within the contextual optimization and data-driven decision-making area.",3/3,Decision-making with side information: A causal transport robust approach,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0304,SF0304,BACKGROUND,BORDERLINE,VG,yes,yes,"Survey of adjustable robust optimization, which handles uncertainty but typically without covariates/side information; whether it covers contextual settings requires full-text review.",3/3,A survey of adjustable robust optimization,2019,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0305,SF0305,CANDIDATE,CANDIDATE,machine,no,,"Applies deep learning to the newsvendor problem, a classic inventory decision under demand uncertainty—directly relevant to data-driven contextual optimization.",3/3,Assessing the performance of deep learning algorithms for newsvendor problem,2017,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0306,SF0306,CANDIDATE,CANDIDATE,machine,no,,"End-to-end portfolio optimization via deep learning is a direct application of decision-focused learning, integrating prediction and optimization for financial decisions.",3/3,A universal end-to-end approach to portfolio optimization via deep learning,2021,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0307,SF0307,CANDIDATE,CANDIDATE,machine,no,,"Proposes data-driven decision rules for stochastic programming with covariate information, directly addressing contextual optimization where decisions depend on side information.",3/3,Data-driven piecewise affine decision rules for stochastic programming with covariate information,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0308,SF0308,CANDIDATE,CANDIDATE,machine,no,,Feature-based newsvendor is a core contextual optimization setting; this paper studies optimal robust policies for decisions conditioned on covariates/features.,3/3,Optimal robust policy for feature-based newsvendor,2023,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0309,SF0309,BACKGROUND,BORDERLINE,VG,yes,yes,Joint estimation and robust optimization paper; likely data-driven decisions but unclear if covariates/side information are used for contextual optimization.,3/3,Joint estimation and robustness optimization,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0310,SF0310,BACKGROUND,BORDERLINE,VG,yes,yes,"Inverse reinforcement learning learns reward functions from observed behavior, related to inverse optimization and decision-aware learning but not clearly contextual optimization.",3/3,Maximum entropy inverse reinforcement learning,2008,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0311,SF0311,BACKGROUND,BACKGROUND,machine,yes,,A general statistical/machine learning method for multiclass classification via boosting; no decision or optimization problem as its object. Category (c).,3/3,New multicategory boosting algorithms based on multicategory fisher-consistent losses,2008,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0312,SF0312,BACKGROUND,BACKGROUND,machine,yes,,"Classic textbook on general statistical learning and machine learning methods, not specific to contextual optimization or decision-focused learning.",3/3,"The elements of statistical learning: data mining, inference, and prediction",2009,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
SF0313,SF0086,CANDIDATE,CANDIDATE,machine,no,,"Theoretical analysis of generalization bounds specifically for the predict-then-optimize framework, a core topic in contextual optimization.",3/3,Generalization bounds in the predict-then-optimize framework,2022,claude-opus-4-5-20251101,37b31a8a9812,2026-09-22
