frame_id,canonical_id,method,bucket,agreement,buckets_all,reason,confidence,title,year,model_id,runs,prompt_hash,run_date
SF0267,SF0267,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Foundational reinforcement learning paper on policy gradient methods; general RL methodology with no contextual optimization or predict-then-optimize focus (category b).,high,Policy gradient methods for reinforcement learning with function approximation,1999,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0268,SF0268,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Inverse optimization learns optimization models from observed decisions, which is related but distinct from predict-then-optimize; requires full-text review to assess relevance.",high,Deep inverse optimization,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0269,SF0269,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Inverse optimization: learning an LP from observed optimal decisions, not predicting then optimizing; related but distinct from contextual optimization.",high,Learning linear programs from optimal decisions,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0270,SF0270,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A library specifically built for end-to-end predict-then-optimize, which is core infrastructure for this area and likely contains benchmarks.",high,PyEPO: A PyTorch-based end-to-end predict-thenoptimize library for linear and integer programming,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0271,SF0271,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A paper on multi-task predict-then-optimize, directly proposing methods in the core area of contextual optimization and decision-focused learning.",high,Multi-task predict-then-optimize,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0272,SF0270,inherited,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A library specifically built for end-to-end predict-then-optimize, which is core infrastructure for this area and likely contains benchmarks.",high,Pyepo: A pytorch-based end-to-end predict-then-optimize library for linear and integer programming,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0273,SF0273,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A smart predict-then-optimize method for maritime transportation decisions; directly proposes and applies methods in the core area of contextual optimization.,high,A smart predict-then-optimize method for targeted and cost-effective maritime transportation,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0274,SF0274,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A prescriptive analytics application to maritime routing, making decisions from predictions/data—core to contextual optimization applications.",high,Prescriptive analytics for a maritime routing problem,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0275,SF0275,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"A tutorial specifically on prescriptive analytics for logistics, directly addressing prediction-decision integration in supply chain contexts; surveys methods in the core area.",high,Tutorial on prescriptive analytics for logistics: What to predict and how to predict,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0276,SF0276,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A comprehensive handbook/monograph on vehicle routing problems and classical methods, covering a general operations research field without focus on learning or prediction integration.",high,"Vehicle routing: Problems, methods, and applications",2015,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0277,SF0277,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Differentiable machinery for submodular maximization; whether it is applied to decision problems with learned inputs is unclear from the title alone.,medium,Differentiable submodular maximization,2018,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0278,SF0278,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Electricity price forecasting combined with differentiable optimization for decision-making; directly applies predict-then-optimize methodology to energy markets.,high,Electricity price forecasting based on order books: a differentiable optimization approach,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0279,SF0279,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Data-driven distributionally robust optimization showing optimality properties; unclear if covariates/side information are involved or just sample-based decisions without context.,medium,From data to decisions: Distributionally robust optimization is optimal,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0280,SF0280,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"A foundational overview of statistical learning theory (VC dimension, SVMs), a general machine learning framework with no decision-optimization focus. Category (c).",high,An overview of statistical learning theory,1999,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0281,SF0281,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes a method for differentiating through combinatorial solvers, core machinery enabling gradient-based learning with discrete optimization layers in decision-focused pipelines.",high,Differentiation of blackbox combinatorial solvers,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0282,SF0282,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"End-to-end learning for renewables nowcasting with system optimization suggests decision-focused prediction for energy systems, directly in scope.",high,End-to-end learning with multiple modalities for system-optimised renewables nowcasting,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0283,SF0283,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,A statistical method for estimating heterogeneous treatment effects using random forests; general causal inference estimation with no downstream decision problem. Category (c).,high,Estimation and inference of heterogeneous treatment effects using random forests,2018,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0284,SF0284,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"End-to-end wind power forecasting that optimizes the energy system is a direct application of decision-focused learning, predicting wind power for downstream energy scheduling decisions.",high,More than accuracy: end-to-end wind power forecasting that optimises the energy system,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0285,SF0285,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"SATNet is a differentiable satisfiability solver layer enabling end-to-end learning through logical constraints, core machinery for decision-focused learning.",high,Satnet: Bridging deep learning and logical reasoning using a differentiable satisfiability solver,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0286,SF0286,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes learning compact surrogate models for optimization problems in a quality-aware manner, directly relevant to decision-focused/predict-then-optimize methodology.",high,Automatically learning compact quality-aware surrogates for optimization problems,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0287,SF0287,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Distributionally robust prescriptive analytics directly addresses data-driven decision-making with contextual information under distributional uncertainty, core to the audit's scope.",high,Distributionally robust prescriptive analytics with Wasserstein distance,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0288,SF0288,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes predict-then-optimize methods for sequential decision-making via reinforcement learning, directly addressing learning for downstream optimization decisions.",high,Learning mdps from features: Predict-then-optimize for sequential decision making by reinforcement learning,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0289,SF0289,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"LinSATNet proposes a neural network layer for encoding linear satisfiability constraints, which is differentiable optimization machinery potentially used in end-to-end learning with constraints.",high,LinSATNet: The positive linear satisfiability neural networks,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0290,SF0290,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes decision-focused learning for restless multi-armed bandits, directly addressing predict-then-optimize in a healthcare application with learned predictions.",high,Scalable decision-focused learning in restless multi-armed bandits with application to maternal and child health,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0291,SF0291,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Classical statistical method for nonparametric regression estimation with no downstream decision problem; general estimation technique (c).,high,Smooth regression analysis,1964,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0292,SF0292,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes end-to-end learning and optimization on graphs, a core method for decision-focused learning integrating prediction with combinatorial optimization.",high,End to end learning and optimization on graphs,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0293,SF0293,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A foundational decision-focused learning paper proposing methods for training predictive models to optimize combinatorial optimization outcomes; core to the area.,high,Melding the data-decisions pipeline: Decision-focused learning for combinatorial optimization,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0294,SF0293,inherited,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,A foundational decision-focused learning paper proposing methods for training predictive models to optimize combinatorial optimization outcomes; core to the area.,high,Melding the data-decisions pipeline: Decisionfocused learning for combinatorial optimization,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0295,SF0295,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"REINFORCE is a foundational policy gradient algorithm for reinforcement learning, a general RL training technique with no contextual optimization or predict-then-optimize focus.",high,Simple statistical gradient-following algorithms for connectionist reinforcement learning,1992,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0296,SF0296,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Wireless communications paper on antenna systems for 6G networks; unrelated field with no decision-making or optimization from predictions. Category (f).,high,Fluid antenna system for 6g: When bruce lee inspires wireless communications,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0297,SF0297,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Differentiable optimization machinery (unrolled ADMM) that enables end-to-end learning through optimization layers, commonly used in decision-focused learning pipelines.",high,Differentiable linearized ADMM,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0298,SF0298,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,Stock movement prediction from text and prices is a forecasting/NLP task with no downstream optimization or decision problem described; category (f).,high,Stock movement prediction from tweets and historical prices,2018,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0299,SF0299,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Directly applies semi-'smart predict then optimize' to ship inspection decisions based on risk predictions; core application of predict-then-optimize methodology.,high,A semi-‘‘smart predict then optimize’’ (semi-SPO) method for efficient ship inspection,2020,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0300,SF0300,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Applies prediction-informed optimization to port state control ship inspection decisions, combining domain knowledge with data-driven methods for decision-making from predictions.",high,Shipping domain knowledge informed prediction and optimization in port state control,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0301,SF0301,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Directly applies the smart predict-then-optimize (SPO) framework to ship inspection planning, a core application of decision-focused learning.",high,"An extended smart ‘‘predict, and optimize’’ (SPO) framework based on similar sets for ship inspection planning",2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0302,SF0302,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Ship inspection planning from risk predictions is a predict-then-optimize application; the title explicitly references SPO (smart predict-then-optimize) methodology.,high,Pairwise-comparison based semi-spo method for ship inspection planning in maritime transportation,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0303,SF0303,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Paper explicitly addresses decision-making with side information using causal transport methods, directly within the contextual optimization and data-driven decision-making area.",high,Decision-making with side information: A causal transport robust approach,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0304,SF0304,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Survey of adjustable robust optimization, which handles uncertainty but typically without covariates/side information; whether it covers contextual settings requires full-text review.",medium,A survey of adjustable robust optimization,2019,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0305,SF0305,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Applies deep learning to the newsvendor problem, a classic inventory decision under demand uncertainty—directly relevant to data-driven contextual optimization.",high,Assessing the performance of deep learning algorithms for newsvendor problem,2017,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0306,SF0306,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"End-to-end portfolio optimization via deep learning is a direct application of decision-focused learning, integrating prediction and optimization for financial decisions.",high,A universal end-to-end approach to portfolio optimization via deep learning,2021,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0307,SF0307,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Proposes data-driven decision rules for stochastic programming with covariate information, directly addressing contextual optimization where decisions depend on side information.",high,Data-driven piecewise affine decision rules for stochastic programming with covariate information,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0308,SF0308,llm,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,Feature-based newsvendor is a core contextual optimization setting; this paper studies optimal robust policies for decisions conditioned on covariates/features.,high,Optimal robust policy for feature-based newsvendor,2023,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0309,SF0309,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,Joint estimation and robust optimization paper; likely data-driven decisions but unclear if covariates/side information are used for contextual optimization.,medium,Joint estimation and robustness optimization,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0310,SF0310,llm,BORDERLINE,3/3,BORDERLINE;BORDERLINE;BORDERLINE,"Inverse reinforcement learning learns reward functions from observed behavior, related to inverse optimization and decision-aware learning but not clearly contextual optimization.",medium,Maximum entropy inverse reinforcement learning,2008,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0311,SF0311,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,A general statistical/machine learning method for multiclass classification via boosting; no decision or optimization problem as its object. Category (c).,high,New multicategory boosting algorithms based on multicategory fisher-consistent losses,2008,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0312,SF0312,llm,BACKGROUND,3/3,BACKGROUND;BACKGROUND;BACKGROUND,"Classic textbook on general statistical learning and machine learning methods, not specific to contextual optimization or decision-focused learning.",high,"The elements of statistical learning: data mining, inference, and prediction",2009,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
SF0313,SF0086,inherited,CANDIDATE,3/3,CANDIDATE;CANDIDATE;CANDIDATE,"Theoretical analysis of generalization bounds specifically for the predict-then-optimize framework, a core topic in contextual optimization.",high,Generalization bounds in the predict-then-optimize framework,2022,claude-opus-4-5-20251101,3,37b31a8a9812,2026-09-22
